year month d0 d10 d40 d60 d70 d80 d90 dtot
2001 3 3 0 8 4 1 9 8 33
2001 4 2 0 0 0 1 1 6 10
2001 5 1 0 1 0 0 0 0 2
2001 6 0 1 1 0 1 0 0 3
2001 7 0 0 0 0 1 1 1 3
2001 8 0 1 1 0 0 0 0 2
2001 9 0 0 0 0 0 2 1 3
2001 10 0 0 0 0 2 1 3 6
2001 11 2 0 2 3 1 5 3 16
2001 12 0 1 4 1 3 1 8 18
